date,month,year,category,supersector,employment
7/31/1992,Jul,1992,Government,Local Government,141.6
7/31/1992,Jul,1992,Government,Federal Government,20.4
7/31/1992,Jul,1992,Government,State Government,59.2
7/31/1992,Jul,1992,Service-Providing,Education and Health Services,157.3
7/31/1992,Jul,1992,Service-Providing,Financial Activities,72.4
7/31/1992,Jul,1992,Service-Providing,Leisure and Hospitality,104.1
7/31/1992,Jul,1992,Service-Providing,Other Services,56.2
7/31/1992,Jul,1992,Service-Providing,Information,28.4
7/31/1992,Jul,1992,Service-Providing,Professional and Business Services,73.5
7/31/1992,Jul,1992,Service-Providing,Wholesale Trade,63.6
7/31/1992,Jul,1992,Service-Providing,Retail Trade,163.2
7/31/1992,Jul,1992,Service-Providing,Transportation and Utilities,45.9
8/31/1992,Aug,1992,Goods-Producing,Manufacturing,218.2
8/31/1992,Aug,1992,Goods-Producing,Mining and Logging,2
8/31/1992,Aug,1992,Goods-Producing,Construction,47.3
8/31/1992,Aug,1992,Government,State Government,58.2
8/31/1992,Aug,1992,Government,Federal Government,20.3
8/31/1992,Aug,1992,Government,Local Government,141.9
8/31/1992,Aug,1992,Service-Providing,Information,28.3
8/31/1992,Aug,1992,Service-Providing,Other Services,56
8/31/1992,Aug,1992,Service-Providing,Financial Activities,72.5
8/31/1992,Aug,1992,Service-Providing,Leisure and Hospitality,104.4
8/31/1992,Aug,1992,Service-Providing,Wholesale Trade,63.7
8/31/1992,Aug,1992,Service-Providing,Professional and Business Services,74.2
8/31/1992,Aug,1992,Service-Providing,Retail Trade,163
8/31/1992,Aug,1992,Service-Providing,Transportation and Utilities,45.9
8/31/1992,Aug,1992,Service-Providing,Education and Health Services,157.5
9/30/1992,Sep,1992,Goods-Producing,Mining and Logging,2.1
9/30/1992,Sep,1992,Goods-Producing,Manufacturing,217.2
9/30/1992,Sep,1992,Goods-Producing,Construction,47.3
9/30/1992,Sep,1992,Government,Local Government,140.9
9/30/1992,Sep,1992,Government,State Government,58.7
9/30/1992,Sep,1992,Government,Federal Government,20.2
9/30/1992,Sep,1992,Service-Providing,Wholesale Trade,63.2
9/30/1992,Sep,1992,Service-Providing,Leisure and Hospitality,104.1
9/30/1992,Sep,1992,Service-Providing,Retail Trade,163.1
9/30/1992,Sep,1992,Service-Providing,Financial Activities,72.7
9/30/1992,Sep,1992,Service-Providing,Other Services,55.9
9/30/1992,Sep,1992,Service-Providing,Professional and Business Services,74.9
9/30/1992,Sep,1992,Service-Providing,Information,28.4
9/30/1992,Sep,1992,Service-Providing,Education and Health Services,158.9
9/30/1992,Sep,1992,Service-Providing,Transportation and Utilities,45.9
10/31/1992,Oct,1992,Goods-Producing,Mining and Logging,2
10/31/1992,Oct,1992,Goods-Producing,Manufacturing,216.8
10/31/1992,Oct,1992,Goods-Producing,Construction,47.2
10/31/1992,Oct,1992,Government,Federal Government,20.2
10/31/1992,Oct,1992,Government,Local Government,142.1
10/31/1992,Oct,1992,Government,State Government,58.5
10/31/1992,Oct,1992,Service-Providing,Financial Activities,73
10/31/1992,Oct,1992,Service-Providing,Professional and Business Services,74.9
10/31/1992,Oct,1992,Service-Providing,Information,28.3
10/31/1992,Oct,1992,Service-Providing,Retail Trade,163.1
10/31/1992,Oct,1992,Service-Providing,Transportation and Utilities,46.3
10/31/1992,Oct,1992,Service-Providing,Education and Health Services,158.1
10/31/1992,Oct,1992,Service-Providing,Leisure and Hospitality,104.1
10/31/1992,Oct,1992,Service-Providing,Other Services,55.7
10/31/1992,Oct,1992,Service-Providing,Wholesale Trade,65.3
11/30/1992,Nov,1992,Goods-Producing,Construction,47.3
11/30/1992,Nov,1992,Goods-Producing,Manufacturing,218.1
11/30/1992,Nov,1992,Goods-Producing,Mining and Logging,2
11/30/1992,Nov,1992,Government,State Government,58.4
11/30/1992,Nov,1992,Government,Local Government,143.4
11/30/1992,Nov,1992,Government,Federal Government,20.1
11/30/1992,Nov,1992,Service-Providing,Leisure and Hospitality,104.4
11/30/1992,Nov,1992,Service-Providing,Other Services,55.5
11/30/1992,Nov,1992,Service-Providing,Retail Trade,163.2
11/30/1992,Nov,1992,Service-Providing,Wholesale Trade,65.3
11/30/1992,Nov,1992,Service-Providing,Transportation and Utilities,46.2
11/30/1992,Nov,1992,Service-Providing,Education and Health Services,158.9
11/30/1992,Nov,1992,Service-Providing,Professional and Business Services,75.3
11/30/1992,Nov,1992,Service-Providing,Information,28.2
11/30/1992,Nov,1992,Service-Providing,Financial Activities,73.1
12/31/1992,Dec,1992,Goods-Producing,Construction,47.4
12/31/1992,Dec,1992,Goods-Producing,Mining and Logging,2
12/31/1992,Dec,1992,Goods-Producing,Manufacturing,217.9
12/31/1992,Dec,1992,Government,Federal Government,20
12/31/1992,Dec,1992,Government,Local Government,142.8
12/31/1992,Dec,1992,Government,State Government,58.8
12/31/1992,Dec,1992,Service-Providing,Professional and Business Services,75.6
12/31/1992,Dec,1992,Service-Providing,Transportation and Utilities,46.3
12/31/1992,Dec,1992,Service-Providing,Wholesale Trade,65.3
12/31/1992,Dec,1992,Service-Providing,Financial Activities,73.4
12/31/1992,Dec,1992,Service-Providing,Leisure and Hospitality,104.1
12/31/1992,Dec,1992,Service-Providing,Other Services,55.5
12/31/1992,Dec,1992,Service-Providing,Education and Health Services,159.1
12/31/1992,Dec,1992,Service-Providing,Retail Trade,164
12/31/1992,Dec,1992,Service-Providing,Information,28.4
1/31/1993,Jan,1993,Goods-Producing,Mining and Logging,2.1
1/31/1993,Jan,1993,Goods-Producing,Construction,47.6
1/31/1993,Jan,1993,Goods-Producing,Manufacturing,218.4
1/31/1993,Jan,1993,Government,State Government,58.7
1/31/1993,Jan,1993,Government,Local Government,142.7
1/31/1993,Jan,1993,Government,Federal Government,20.1
1/31/1993,Jan,1993,Service-Providing,Education and Health Services,159.3
1/31/1993,Jan,1993,Service-Providing,Leisure and Hospitality,104.7
1/31/1993,Jan,1993,Service-Providing,Wholesale Trade,65.4
1/31/1993,Jan,1993,Service-Providing,Information,28.8
1/31/1993,Jan,1993,Service-Providing,Other Services,55.4
1/31/1993,Jan,1993,Service-Providing,Retail Trade,164
1/31/1993,Jan,1993,Service-Providing,Transportation and Utilities,46.3
1/31/1993,Jan,1993,Service-Providing,Financial Activities,72.7
1/31/1993,Jan,1993,Service-Providing,Professional and Business Services,77
2/28/1993,Feb,1993,Goods-Producing,Manufacturing,219.2
2/28/1993,Feb,1993,Goods-Producing,Construction,47.8
2/28/1993,Feb,1993,Goods-Producing,Mining and Logging,2.2
2/28/1993,Feb,1993,Government,State Government,58.7
2/28/1993,Feb,1993,Government,Federal Government,20.2
2/28/1993,Feb,1993,Government,Local Government,142.5
2/28/1993,Feb,1993,Service-Providing,Financial Activities,72.8
2/28/1993,Feb,1993,Service-Providing,Transportation and Utilities,46.4
2/28/1993,Feb,1993,Service-Providing,Other Services,55.4
2/28/1993,Feb,1993,Service-Providing,Retail Trade,164.6
2/28/1993,Feb,1993,Service-Providing,Information,28.9
2/28/1993,Feb,1993,Service-Providing,Wholesale Trade,65.4
2/28/1993,Feb,1993,Service-Providing,Professional and Business Services,77.4
2/28/1993,Feb,1993,Service-Providing,Leisure and Hospitality,104.8
2/28/1993,Feb,1993,Service-Providing,Education and Health Services,159.2
3/31/1993,Mar,1993,Goods-Producing,Construction,47.2
3/31/1993,Mar,1993,Goods-Producing,Mining and Logging,2
3/31/1993,Mar,1993,Goods-Producing,Manufacturing,219.4
3/31/1993,Mar,1993,Government,Local Government,142.6
3/31/1993,Mar,1993,Government,Federal Government,20.2
3/31/1993,Mar,1993,Government,State Government,58.9
3/31/1993,Mar,1993,Service-Providing,Leisure and Hospitality,104.1
3/31/1993,Mar,1993,Service-Providing,Retail Trade,164.9
3/31/1993,Mar,1993,Service-Providing,Transportation and Utilities,46.3
3/31/1993,Mar,1993,Service-Providing,Education and Health Services,159.6
3/31/1993,Mar,1993,Service-Providing,Information,28.9
3/31/1993,Mar,1993,Service-Providing,Wholesale Trade,65.1
3/31/1993,Mar,1993,Service-Providing,Other Services,55.3
3/31/1993,Mar,1993,Service-Providing,Financial Activities,73.2
3/31/1993,Mar,1993,Service-Providing,Professional and Business Services,77.9
4/30/1993,Apr,1993,Goods-Producing,Manufacturing,218.2
4/30/1993,Apr,1993,Goods-Producing,Construction,46.2
4/30/1993,Apr,1993,Goods-Producing,Mining and Logging,1.9
4/30/1993,Apr,1993,Government,Federal Government,20.1
4/30/1993,Apr,1993,Government,Local Government,142.9
4/30/1993,Apr,1993,Government,State Government,58.6
4/30/1993,Apr,1993,Service-Providing,Education and Health Services,160.2
4/30/1993,Apr,1993,Service-Providing,Leisure and Hospitality,106
4/30/1993,Apr,1993,Service-Providing,Wholesale Trade,64.6
4/30/1993,Apr,1993,Service-Providing,Other Services,56.1
4/30/1993,Apr,1993,Service-Providing,Retail Trade,165.7
4/30/1993,Apr,1993,Service-Providing,Professional and Business Services,78.3
4/30/1993,Apr,1993,Service-Providing,Transportation and Utilities,46.8
4/30/1993,Apr,1993,Service-Providing,Financial Activities,74.3
4/30/1993,Apr,1993,Service-Providing,Information,29
5/31/1993,May,1993,Goods-Producing,Manufacturing,218.4
5/31/1993,May,1993,Goods-Producing,Construction,47.8
5/31/1993,May,1993,Goods-Producing,Mining and Logging,2
5/31/1993,May,1993,Government,State Government,58.9
5/31/1993,May,1993,Government,Federal Government,20.1
5/31/1993,May,1993,Government,Local Government,143
5/31/1993,May,1993,Service-Providing,Education and Health Services,160.5
5/31/1993,May,1993,Service-Providing,Other Services,56.2
5/31/1993,May,1993,Service-Providing,Transportation and Utilities,46.9
5/31/1993,May,1993,Service-Providing,Financial Activities,74.3
5/31/1993,May,1993,Service-Providing,Retail Trade,166.1
5/31/1993,May,1993,Service-Providing,Information,28.9
5/31/1993,May,1993,Service-Providing,Wholesale Trade,65.5
5/31/1993,May,1993,Service-Providing,Professional and Business Services,79.3
5/31/1993,May,1993,Service-Providing,Leisure and Hospitality,106.6
6/30/1993,Jun,1993,Goods-Producing,Manufacturing,219.1
6/30/1993,Jun,1993,Goods-Producing,Mining and Logging,2
6/30/1993,Jun,1993,Goods-Producing,Construction,48.4
6/30/1993,Jun,1993,Government,Local Government,143
6/30/1993,Jun,1993,Government,Federal Government,20.2
6/30/1993,Jun,1993,Government,State Government,59.2
6/30/1993,Jun,1993,Service-Providing,Leisure and Hospitality,106.9
6/30/1993,Jun,1993,Service-Providing,Retail Trade,166.8
6/30/1993,Jun,1993,Service-Providing,Professional and Business Services,80.1
6/30/1993,Jun,1993,Service-Providing,Other Services,56.1
6/30/1993,Jun,1993,Service-Providing,Wholesale Trade,65.5
6/30/1993,Jun,1993,Service-Providing,Information,29.1
6/30/1993,Jun,1993,Service-Providing,Financial Activities,74.4
6/30/1993,Jun,1993,Service-Providing,Education and Health Services,160.6
6/30/1993,Jun,1993,Service-Providing,Transportation and Utilities,47.1
7/31/1993,Jul,1993,Goods-Producing,Manufacturing,219.2
7/31/1993,Jul,1993,Goods-Producing,Mining and Logging,2
7/31/1993,Jul,1993,Goods-Producing,Construction,48.6
7/31/1993,Jul,1993,Government,Local Government,142.1
7/31/1993,Jul,1993,Government,Federal Government,20.2
7/31/1993,Jul,1993,Government,State Government,59.2
7/31/1993,Jul,1993,Service-Providing,Retail Trade,166.3
7/31/1993,Jul,1993,Service-Providing,Education and Health Services,160.2
7/31/1993,Jul,1993,Service-Providing,Transportation and Utilities,47.7
7/31/1993,Jul,1993,Service-Providing,Financial Activities,74.5
7/31/1993,Jul,1993,Service-Providing,Wholesale Trade,67
7/31/1993,Jul,1993,Service-Providing,Information,29
7/31/1993,Jul,1993,Service-Providing,Other Services,56.2
7/31/1993,Jul,1993,Service-Providing,Leisure and Hospitality,106.4
7/31/1993,Jul,1993,Service-Providing,Professional and Business Services,80.1
8/31/1993,Aug,1993,Goods-Producing,Manufacturing,221.6
8/31/1993,Aug,1993,Goods-Producing,Construction,49.1
8/31/1993,Aug,1993,Goods-Producing,Mining and Logging,2
8/31/1993,Aug,1993,Government,State Government,59.2
8/31/1993,Aug,1993,Government,Local Government,142.5
8/31/1993,Aug,1993,Government,Federal Government,20.3
8/31/1993,Aug,1993,Service-Providing,Information,29.2
8/31/1993,Aug,1993,Service-Providing,Financial Activities,74.5
8/31/1993,Aug,1993,Service-Providing,Wholesale Trade,67.7
8/31/1993,Aug,1993,Service-Providing,Professional and Business Services,80.7
8/31/1993,Aug,1993,Service-Providing,Education and Health Services,160.1
8/31/1993,Aug,1993,Service-Providing,Other Services,56.1
8/31/1993,Aug,1993,Service-Providing,Leisure and Hospitality,106.6
8/31/1993,Aug,1993,Service-Providing,Retail Trade,165.8
8/31/1993,Aug,1993,Service-Providing,Transportation and Utilities,47.8
9/30/1993,Sep,1993,Goods-Producing,Construction,49.6
9/30/1993,Sep,1993,Goods-Producing,Mining and Logging,2
9/30/1993,Sep,1993,Goods-Producing,Manufacturing,222.6
9/30/1993,Sep,1993,Government,Local Government,142.7
9/30/1993,Sep,1993,Government,Federal Government,20.5
9/30/1993,Sep,1993,Government,State Government,59.1
9/30/1993,Sep,1993,Service-Providing,Information,29.2
9/30/1993,Sep,1993,Service-Providing,Financial Activities,74.6
9/30/1993,Sep,1993,Service-Providing,Professional and Business Services,81.2
9/30/1993,Sep,1993,Service-Providing,Education and Health Services,161.3
9/30/1993,Sep,1993,Service-Providing,Transportation and Utilities,47.7
9/30/1993,Sep,1993,Service-Providing,Leisure and Hospitality,106.9
9/30/1993,Sep,1993,Service-Providing,Retail Trade,166.6
9/30/1993,Sep,1993,Service-Providing,Wholesale Trade,66
9/30/1993,Sep,1993,Service-Providing,Other Services,56.3
10/31/1993,Oct,1993,Goods-Producing,Manufacturing,224.1
10/31/1993,Oct,1993,Goods-Producing,Mining and Logging,2
10/31/1993,Oct,1993,Goods-Producing,Construction,50.4
10/31/1993,Oct,1993,Government,State Government,59.5
10/31/1993,Oct,1993,Government,Local Government,143.6
10/31/1993,Oct,1993,Government,Federal Government,20.4
10/31/1993,Oct,1993,Service-Providing,Retail Trade,167.3
10/31/1993,Oct,1993,Service-Providing,Financial Activities,74.9
10/31/1993,Oct,1993,Service-Providing,Education and Health Services,159.2
10/31/1993,Oct,1993,Service-Providing,Leisure and Hospitality,107.5
10/31/1993,Oct,1993,Service-Providing,Information,29.3
10/31/1993,Oct,1993,Service-Providing,Other Services,56.6
10/31/1993,Oct,1993,Service-Providing,Professional and Business Services,82.3
10/31/1993,Oct,1993,Service-Providing,Wholesale Trade,65.9
10/31/1993,Oct,1993,Service-Providing,Transportation and Utilities,48.2
11/30/1993,Nov,1993,Goods-Producing,Construction,50.7
11/30/1993,Nov,1993,Goods-Producing,Manufacturing,224.3
11/30/1993,Nov,1993,Goods-Producing,Mining and Logging,2
11/30/1993,Nov,1993,Government,State Government,59.6
11/30/1993,Nov,1993,Government,Local Government,144
11/30/1993,Nov,1993,Government,Federal Government,20.7
11/30/1993,Nov,1993,Service-Providing,Retail Trade,167.2
11/30/1993,Nov,1993,Service-Providing,Information,29.2
11/30/1993,Nov,1993,Service-Providing,Education and Health Services,159.4
11/30/1993,Nov,1993,Service-Providing,Wholesale Trade,65.6
11/30/1993,Nov,1993,Service-Providing,Leisure and Hospitality,107.2
11/30/1993,Nov,1993,Service-Providing,Transportation and Utilities,48.1
11/30/1993,Nov,1993,Service-Providing,Professional and Business Services,82.4
11/30/1993,Nov,1993,Service-Providing,Financial Activities,75
11/30/1993,Nov,1993,Service-Providing,Other Services,56.9
12/31/1993,Dec,1993,Goods-Producing,Construction,50.5
12/31/1993,Dec,1993,Goods-Producing,Manufacturing,225.1
12/31/1993,Dec,1993,Goods-Producing,Mining and Logging,2
12/31/1993,Dec,1993,Government,Federal Government,20.5
12/31/1993,Dec,1993,Government,Local Government,143.9
12/31/1993,Dec,1993,Government,State Government,59.8
12/31/1993,Dec,1993,Service-Providing,Wholesale Trade,65.5
12/31/1993,Dec,1993,Service-Providing,Information,29.1
12/31/1993,Dec,1993,Service-Providing,Professional and Business Services,82.4
12/31/1993,Dec,1993,Service-Providing,Leisure and Hospitality,108.4
12/31/1993,Dec,1993,Service-Providing,Education and Health Services,160.3
12/31/1993,Dec,1993,Service-Providing,Other Services,56.7
12/31/1993,Dec,1993,Service-Providing,Transportation and Utilities,47.9
12/31/1993,Dec,1993,Service-Providing,Retail Trade,167
12/31/1993,Dec,1993,Service-Providing,Financial Activities,75
1/31/1994,Jan,1994,Goods-Producing,Construction,50.4
1/31/1994,Jan,1994,Goods-Producing,Manufacturing,225.5
1/31/1994,Jan,1994,Goods-Producing,Mining and Logging,2.1
1/31/1994,Jan,1994,Government,Federal Government,20.6
1/31/1994,Jan,1994,Government,State Government,59.6
1/31/1994,Jan,1994,Government,Local Government,143.6
1/31/1994,Jan,1994,Service-Providing,Education and Health Services,162.3
1/31/1994,Jan,1994,Service-Providing,Retail Trade,168.6
1/31/1994,Jan,1994,Service-Providing,Financial Activities,75.3
1/31/1994,Jan,1994,Service-Providing,Transportation and Utilities,48
1/31/1994,Jan,1994,Service-Providing,Leisure and Hospitality,107.2
1/31/1994,Jan,1994,Service-Providing,Professional and Business Services,82
1/31/1994,Jan,1994,Service-Providing,Wholesale Trade,64.9
1/31/1994,Jan,1994,Service-Providing,Information,29.7
1/31/1994,Jan,1994,Service-Providing,Other Services,56.6
2/28/1994,Feb,1994,Goods-Producing,Manufacturing,225.7
2/28/1994,Feb,1994,Goods-Producing,Construction,50.2
